Y	X	value
2	2032	0
2	2033	0
2	2034	0
2	2035	0
2	2036	0
2	2037	0
2	2038	0
2	2039	0
2	2040	2
2	2041	0
2	2042	2
2	2043	0
2	2044	0
2	2045	0
2	2046	2
2	2047	0
2	2048	0
2	2049	2
2	2050	0
2	2051	0
2	2052	2
2	2053	2
2	2054	2
2	2055	0
2	2056	2
2	2057	0
2	2058	2
2	2059	2
2	2060	0
2	2061	2
2	2062	2
2	2063	0
2	2064	2
2	2065	2
2	2066	2
2	2067	2
2	2068	2
2	2069	2
2	2070	0
2	2071	0
2	2072	0
2	2073	2
2	2074	2
2	2075	0
2	2076	2
2	2077	2
2	2078	2
2	2079	2
2	2080	2
2	2081	2
2	2082	0
2	2083	2
2	2084	2
2	2085	0
2	2086	2
2	2087	2
2	2088	2
2	2089	2
2	2090	2
2	2091	2
2	2092	2
2	2093	2
2	2094	2
2	2095	0
2	2096	2
2	2097	0
2	2098	2
2	2099	0
2	2100	2
2	2101	0
2	2102	2
2	2103	2
2	2104	0
2	2105	2
2	2106	2
2	2107	2
2	2108	0
2	2109	0
2	2110	2
2	2111	2
2	2112	2
2	2113	0
2	2114	0
2	2115	2
2	2116	0
2	2117	2
2	2118	2
2	2119	2
2	2120	0
2	2121	0
2	2122	0
2	2123	0
2	2124	2
2	2125	2
2	2126	0
2	2127	2
2	2128	2
2	2129	2
2	2130	0
2	2131	0
2	2132	2
2	2133	2
2	2134	2
2	2135	2
2	2136	0
2	2137	0
2	2138	0
2	2139	0
2	2140	0
2	2141	2
2	2142	2
2	2143	2
2	2144	2
2	2145	0
2	2146	0
2	2147	2
2	2148	2
2	2149	0
2	2150	0
2	2151	0
2	2152	2
2	2153	0
2	2154	0
2	2155	2
2	2156	2
2	2157	2
2	2158	2
2	2159	2
2	2160	2
2	2161	2
2	2162	0
2	2163	0
2	2164	0
2	2165	0
2	2166	0
2	2167	0
2	2168	0
2	2169	2
2	2170	0
2	2171	0
2	2172	2
2	2173	2
2	2174	2
2	2175	2
2	2176	0
2	2177	2
2	2178	2
2	2179	2
2	2180	2
2	2181	2
2	2182	2
2	2183	2
2	2184	0
2	2185	0
2	2186	0
2	2187	0
2	2188	0
2	2189	0
2	2190	0
2	2191	0
2	2192	0
2	2193	2
2	2194	0
2	2195	2
2	2196	2
2	2197	2
2	2198	2
2	2199	0
2	2200	0
2	2201	0
2	2202	2
2	2203	0
2	2204	2
2	2205	0
2	2206	2
2	2207	2
2	2208	2
2	2209	0
2	2210	2
2	2211	0
2	2212	0
2	2213	0
2	2214	0
2	2215	0
2	2216	2
2	2217	0
2	2218	0
2	2219	2
2	2220	0
2	2221	0
2	2222	0
2	2223	2
2	2224	2
2	2225	2
2	2226	2
2	2227	0
2	2228	2
2	2229	0
2	2230	0
2	2231	0
2	2232	2
2	2233	0
2	2234	2
2	2235	0
2	2236	2
2	2237	2
2	2238	2
2	2239	0
2	2240	0
2	2241	2
2	2242	2
2	2243	2
2	2244	0
2	2245	0
2	2246	2
2	2247	0
2	2248	2
2	2249	2
2	2250	2
